"Country or Area","Year","Sex","Coverage","Source","SourceID","Type","Value","Value Footnotes"
"Singapore","2008","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","7","54,230"
"Singapore","2008","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","13.4","8"
"Singapore","2007","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","16.7","8"
"Singapore","2007","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","6.7","54,230"
"Singapore","2007","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","68.1","54,230"
"Singapore","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","74.8","54,230"
"Singapore","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","84.2","54,230"
"Singapore","2006","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","78.2","54,230"
"Singapore","2006","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","6","54,230"
"Singapore","2006","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","22.2","8,29"
"Singapore","2005","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","43.8","8"
"Singapore","2004","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","49.6","8,29"
"Singapore","2004","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","8.3","54,230"
"Singapore","2004","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","101.3","54,230"
"Singapore","2004","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","93","54,230"
"Singapore","2003","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","92.6","54,230"
"Singapore","2003","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","101","54,230"
"Singapore","2003","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","8.4","54,230"
"Singapore","2003","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","13.916","8"
"Singapore","2002","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","11.625","8"
"Singapore","2002","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","9.1","54,230"
"Singapore","2002","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","94.2","54,230"
"Singapore","2002","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","85.1","54,230"
"Singapore","2001","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","55.6","54,230"
"Singapore","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","61.9","54,230"
"Singapore","2001","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","6.2","54,230"
"Singapore","2001","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","6.383","8"
"Singapore","2000","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","4.2","8"
"Singapore","2000","Total men and women","Total coverage","Population census","# 0","Unemployed","94.006","1,54"
"Singapore","1999","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","77.5","54,230"
"Singapore","1999","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","5.879","8"
"Singapore","1999","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","9.4","54,230"
"Singapore","1999","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","68.2","54,230"
"Singapore","1998","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","45.4","54,230"
"Singapore","1998","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","7.3","54,230"
"Singapore","1998","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","4.428","8"
"Singapore","1998","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","52.6","54,230"
"Singapore","1997","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","38.5","54,230,231"
"Singapore","1997","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.645","8"
"Singapore","1997","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","6.5","54,230"
"Singapore","1997","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","32.1","54,230"
"Singapore","1996","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","47.1","54,230"
"Singapore","1996","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","6.7","54,230"
"Singapore","1996","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.523","8"
"Singapore","1996","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","53.798","54,230"
"Singapore","1995","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","47.211","54,230"
"Singapore","1995","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.148","8"
"Singapore","1995","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","5.8","54,230"
"Singapore","1995","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","41.5","54,230"
"Singapore","1994","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","37.2","54,230"
"Singapore","1994","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","6.6","54,230"
"Singapore","1994","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.047","8"
"Singapore","1994","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","43.783","54,230"
"Singapore","1993","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","43.667","54,230"
"Singapore","1993","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.037","8"
"Singapore","1993","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","6.5","54,230"
"Singapore","1993","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","37.2","54,230"
"Singapore","1992","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","37.759","54,230"
"Singapore","1992","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","5.65","54,230"
"Singapore","1992","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","0.987","8"
"Singapore","1992","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","43.409","54,230"
"Singapore","1991","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","30.001","54,230"
"Singapore","1991","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.152","8"
"Singapore","1991","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","3.7","54,230"
"Singapore","1991","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","26.3","54,230"
"Singapore","1990","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","1.733","8"
"Singapore","1990","Total men and women","Total coverage","Population census","# 0","Unemployed","30.2","1,54"
"Singapore","1989","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","30.684","54,230"
"Singapore","1989","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","2.715","8"
"Singapore","1989","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","26.878","54,230"
"Singapore","1989","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","3.806","54,230"
"Singapore","1988","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","7.005","54,230"
"Singapore","1988","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","39.147","54,230"
"Singapore","1988","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","4.523","8"
"Singapore","1988","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","46.152","54,230"
"Singapore","1987","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","62.449","54,230"
"Singapore","1987","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","8.081","8"
"Singapore","1987","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","53.124","54,230"
"Singapore","1987","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","9.326","54,230"
"Singapore","1986","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","11.553","54,230"
"Singapore","1986","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","72.523","54,230"
"Singapore","1986","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","9.467","8"
"Singapore","1986","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","84.076","54,230"
"Singapore","1985","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","53.242","54,230"
"Singapore","1985","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","9.16","8"
"Singapore","1985","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","45.191","54,230"
"Singapore","1985","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","8.051","54,230"
"Singapore","1984","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","5.47","54,230"
"Singapore","1984","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","29.685","54,230"
"Singapore","1984","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","6.178","8"
"Singapore","1984","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","35.155","54,230"
"Singapore","1983","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","41.542","54,230"
"Singapore","1983","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","7.357","8"
"Singapore","1983","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","35.342","54,230"
"Singapore","1983","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","6.2","54,230"
"Singapore","1982","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","6.802","54,230"
"Singapore","1982","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","25.285","54,230"
"Singapore","1982","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","7.027","8"
"Singapore","1982","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","32.097","54,230"
"Singapore","1981","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","34.366","54,230"
"Singapore","1981","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","6.657","8"
"Singapore","1981","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","26.625","54,230"
"Singapore","1981","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","7.742","54,230"
"Singapore","1980","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","8.836","54,230"
"Singapore","1980","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","24.694","54,230"
"Singapore","1980","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","7.817","8"
"Singapore","1980","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","33.53","54,230"
"Singapore","1979","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","34.816","54,230"
"Singapore","1979","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","10.906","8"
"Singapore","1979","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","24.209","54,230"
"Singapore","1979","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","10.607","54,230"
"Singapore","1978","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","11.258","54,230"
"Singapore","1978","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","24.085","54,230"
"Singapore","1978","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","19.037","8,232"
"Singapore","1978","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","35.343","54,230,233"
"Singapore","1977","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","36.861","54,230"
"Singapore","1977","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","31.67","8,234"
"Singapore","1976","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","34.869","8"
"Singapore","1976","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","40.487","54,230"
"Singapore","1975","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","39.452","54,230"
"Singapore","1975","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","41.584","8"
"Singapore","1974","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","32.523","8"
"Singapore","1974","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","34.044","54,230"
"Singapore","1973","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","37.8","54,230"
"Singapore","1973","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","35.704","8"
"Singapore","1972","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","36.203","8"
"Singapore","1972","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","36","54,230"
"Singapore","1971","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","35","54,230"
"Singapore","1971","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","37.792","8"
"Singapore","1970","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","50.443","8"
"Singapore","1970","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","42","54,230"
"Singapore","1969","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","59.154","8"
"Slovakia","2008","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","257.5","1,235"
"Slovakia","2008","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","193","1,235"
"Slovakia","2008","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","64.5","1,235"
"Slovakia","2008","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","230.4","1"
"Slovakia","2007","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","250.9","1"
"Slovakia","2007","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","70.1","1,235"
"Slovakia","2007","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","221.8","1,235"
"Slovakia","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","291.9","1,235"
"Slovakia","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","353.4","1,235"
"Slovakia","2006","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","264.4","1,235"
"Slovakia","2006","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","89","1,235"
"Slovakia","2006","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","299.2","1"
"Slovakia","2005","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","340.4","1"
"Slovakia","2005","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","101.3","1,235"
"Slovakia","2005","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","326.2","1,235"
"Slovakia","2005","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","427.5","1,235"
"Slovakia","2004","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","481","1,235"
"Slovakia","2004","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","381","1,235"
"Slovakia","2004","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","100","1,235"
"Slovakia","2004","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","409","1"
"Slovakia","2003","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","443.4","1"
"Slovakia","2003","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","95.8","1,235"
"Slovakia","2003","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","363.4","1,235"
"Slovakia","2003","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","459.2","1,235"
"Slovakia","2002","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","486.9","1,235"
"Slovakia","2002","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","379","1,235"
"Slovakia","2002","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","107.9","1,235"
"Slovakia","2002","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","513.2","1"
"Slovakia","2001","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","520.6","1"
"Slovakia","2001","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","109.4","1,235"
"Slovakia","2001","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","398.6","1,235"
"Slovakia","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","508","1,235"
"Slovakia","2001","Total men and women","Total coverage","Population census","# 0","Unemployed","561.214","1,11"
"Slovakia","2000","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","485.2","1,235"
"Slovakia","2000","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","381.1","1,235"
"Slovakia","2000","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","104.2","1,235"
"Slovakia","2000","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","517.9","1"
"Slovakia","1999","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","485.2","1"
"Slovakia","1999","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","94","1,235"
"Slovakia","1999","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","322.8","1,235"
"Slovakia","1999","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","416.8","1,235"
"Slovakia","1998","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","317.1","1,235"
"Slovakia","1998","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","245.1","1,235"
"Slovakia","1998","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","72","1,235"
"Slovakia","1998","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","379.5","1"
"Slovakia","1997","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","336.7","1"
"Slovakia","1997","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","70.5","1,235"
"Slovakia","1997","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","227","1,235"
"Slovakia","1997","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","297.5","1,235"
"Slovakia","1996","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","284.2","1,235"
"Slovakia","1996","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","223.4","1,235"
"Slovakia","1996","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","60.8","1,235"
"Slovakia","1996","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","324.3","1"
"Slovakia","1995","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","349.8","1"
"Slovakia","1995","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","260.9","1,235"
"Slovakia","1995","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","62.8","1,235"
"Slovakia","1995","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","323.7","1,235"
"Slovakia","1994","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","267.2","1,235"
"Slovakia","1994","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","333.5","1,235"
"Slovakia","1994","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","66.3","1,235"
"Slovakia","1994","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","366.2","1"
"Slovakia","1993","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","323.2","1"
"Slovakia","1992","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","285.5","1"
"Slovakia","1991","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","169","1"
"Slovenia","2008","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","43","1,122"
"Slovenia","2008","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","31","1,122"
"Slovenia","2008","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","11","1,122"
"Slovenia","2007","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","13","1,122"
"Slovenia","2007","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","71.336","1,81"
"Slovenia","2007","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","35","1,122"
"Slovenia","2007","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","48","1,122"
"Slovenia","2006","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","42","1,122"
"Slovenia","2006","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","18","1,122"
"Slovenia","2006","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","79.969","1,81"
"Slovenia","2006","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","61","1,122"
"Slovenia","2005","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","58","1,122"
"Slovenia","2005","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","91.88","1,81"
"Slovenia","2005","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","14","1,122"
"Slovenia","2005","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","44","1,122"
"Slovenia","2004","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","45","1,122"
"Slovenia","2004","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","16","1,122"
"Slovenia","2004","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","93.07","1,81"
"Slovenia","2004","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","61","1,122"
"Slovenia","2003","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","63","1,122"
"Slovenia","2003","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","97.674","1,81"
"Slovenia","2003","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","17","1,122"
"Slovenia","2003","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","46","1,122"
"Slovenia","2002","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","43","1,122"
"Slovenia","2002","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","16","1,122"
"Slovenia","2002","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","102.634","1,81"
"Slovenia","2002","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","58","1,122"
"Slovenia","2002","Total men and women","Total coverage","Population census","# 0","Unemployed","130.774","1,55"
"Slovenia","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","57","1,122"
"Slovenia","2001","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","101.857","1,81"
"Slovenia","2001","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","16","1,122"
"Slovenia","2001","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","41","1,122"
"Slovenia","2000","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","47","1,122"
"Slovenia","2000","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","22","1,122"
"Slovenia","2000","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","106.601","1,81"
"Slovenia","2000","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","69","1,122"
"Slovenia","1999","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","71","1,122"
"Slovenia","1999","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","118.951","1,81"
"Slovenia","1999","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","19","1,122"
"Slovenia","1999","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","52","1,122"
"Slovenia","1998","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","54","1,122"
"Slovenia","1998","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","22","1,122"
"Slovenia","1998","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","126.08","1,81"
"Slovenia","1998","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","75","1,122"
"Slovenia","1997","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","69","1,122"
"Slovenia","1997","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","125.19","1,81"
"Slovenia","1997","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","19","1,122"
"Slovenia","1997","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","50","1,122"
"Slovenia","1996","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","51","1,11,122"
"Slovenia","1996","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","18","1,11,122"
"Slovenia","1996","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","119.799","1,81"
"Slovenia","1996","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","69","1,11,122"
"Slovenia","1995","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","70","1,11,122"
"Slovenia","1995","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","121.483","1,81"
"Slovenia","1995","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","17","1,11,122"
"Slovenia","1995","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","53","1,11,122"
"Slovenia","1994","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","66","1,11,122"
"Slovenia","1994","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","18","1,11,122"
"Slovenia","1994","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","127.056","1,81"
"Slovenia","1994","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","102.954","1,81"
"Slovenia","1994","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","24.102","1,81"
"Slovenia","1994","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","85","1,11,122"
"Slovenia","1993","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","85","1,11,122"
"Slovenia","1993","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","24.5","1,81"
"Slovenia","1993","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","104.587","1,81"
"Slovenia","1993","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","129.087","1,81"
"Slovenia","1993","Total men and women","Total coverage","Labour force survey","# 0","First job seekers","18","1,11,122"
"Slovenia","1993","Total men and women","Total coverage","Labour force survey","# 0","Previously employed","67","1,11,122"
"Slovenia","1992","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","102.593","1,81"
"Slovenia","1992","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","81.892","1,81"
"Slovenia","1992","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","20.701","1,81"
"Slovenia","1991","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","16.647","1,81"
"Slovenia","1991","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","58.432","1,81"
"Slovenia","1991","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","75.079","1,81"
"Slovenia","1991","Total men and women","Total coverage","Population census","# 0","Previously employed","49.832","1,55"
"Slovenia","1991","Total men and women","Total coverage","Population census","# 0","First job seekers","17.145","1,55"
"Slovenia","1991","Total men and women","Total coverage","Population census","# 0","Unemployed","66.977","1,55"
"Slovenia","1990","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","44.623","1,81"
"Slovenia","1990","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","32.792","1,81"
"Slovenia","1990","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","11.831","1,81"
"Slovenia","1989","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","8.225","1,81"
"Slovenia","1989","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","19.993","1,81"
"Slovenia","1989","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","28.218","1,81"
"Slovenia","1988","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","21.342","1,81"
"Slovenia","1988","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","15.224","1,81"
"Slovenia","1988","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","6.118","1,81"
"Slovenia","1987","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","4.564","1,81"
"Slovenia","1987","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","10.62","1,81"
"Slovenia","1987","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","15.184","1,81"
"Slovenia","1986","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","14.192","1,81"
"Slovenia","1986","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","9.783","1,81"
"Slovenia","1986","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","4.409","1,81"
"Slovenia","1985","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","9.908","1,81"
"Slovenia","1985","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","4.749","1,81"
"Slovenia","1985","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","14.656","1,81"
"Slovenia","1984","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","15.309","1,81"
"Slovenia","1984","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","5.229","1,81"
"Slovenia","1984","Total men and women","Registered unemployment","Employment office records","# 0","Previously employed","10.08","1,81"
"Slovenia","1983","Total men and women","Registered unemployment","Employment office records","# 0","First job seekers","5.404","1,81"
"Slovenia","1983","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","15.781","1,81"
